Accession.ID	country	Pango.lineage
EPI_ISL_11509925	France	BA.2
EPI_ISL_11914443	Denmark	BA.2.9
EPI_ISL_10808040	Denmark	BA.2.9
EPI_ISL_9909043	Poland	BA.2.9
EPI_ISL_9673360	Poland	BA.2.9
EPI_ISL_8419292	Denmark	BA.2.9
EPI_ISL_9410656	Denmark	BA.2.9
EPI_ISL_9271387	Denmark	BA.2.9
EPI_ISL_11317017	Denmark	BA.2.9
EPI_ISL_11303912	United Kingdom	BA.2.9
EPI_ISL_12102402	United Kingdom	BA.2.9
EPI_ISL_9446036	Germany	BA.2.9
EPI_ISL_12198237	Germany	BA.2.9
EPI_ISL_11346576	Denmark	BA.2.9
EPI_ISL_12086859	Belgium	BA.2.9
EPI_ISL_12006051	Belgium	BA.2.9
EPI_ISL_11901605	Belgium	BA.2.9
EPI_ISL_11901527	Belgium	BA.2.9
EPI_ISL_11901609	Belgium	BA.2.9
EPI_ISL_10399244	Denmark	BA.2.9
EPI_ISL_10919220	Germany	BA.2.9
EPI_ISL_10319567	Denmark	BA.2.9
EPI_ISL_11679924	Belgium	BA.2.9
EPI_ISL_11654630	Germany	BA.2.9
EPI_ISL_11003722	United Kingdom	BA.2.9
EPI_ISL_11475203	Germany	BA.2
EPI_ISL_10730991	Denmark	BA.2.9
EPI_ISL_11727899	United Kingdom	BA.2.9
EPI_ISL_10401069	Denmark	BA.2.9
EPI_ISL_12165002	Denmark	BA.2.9.1
EPI_ISL_12022881	Denmark	BA.2.9.1
EPI_ISL_12166061	Denmark	BA.2.9.1
EPI_ISL_11786660	Denmark	BA.2.9.1
EPI_ISL_12162890	Denmark	BA.2.9.1
EPI_ISL_12138060	Denmark	BA.2.9.1
EPI_ISL_12161968	Denmark	BA.2.9.1
EPI_ISL_12138758	Denmark	BA.2.9.1
EPI_ISL_12159778	Denmark	BA.2.9.1
EPI_ISL_12162837	Denmark	BA.2.9.1
EPI_ISL_12165355	Denmark	BA.2.9.1
EPI_ISL_11417689	United Kingdom	BA.2.9.1
EPI_ISL_11636049	United Kingdom	BA.2.9.1
EPI_ISL_11607100	United Kingdom	BA.2.9.1
EPI_ISL_11772170	United Kingdom	BA.2.9.1
EPI_ISL_10926006	United Kingdom	BA.2.9.1
EPI_ISL_11518557	Denmark	BA.2.9.1
EPI_ISL_12138595	Denmark	BA.2.9.1
EPI_ISL_11508814	United Kingdom	BA.2.9.1
EPI_ISL_11689417	United Kingdom	BA.2.9.1
EPI_ISL_11306987	United Kingdom	BA.2.9.1
EPI_ISL_11481950	United Kingdom	BA.2.9.1
EPI_ISL_11699283	United Kingdom	BA.2.9.1
EPI_ISL_11771474	United Kingdom	BA.2.9.1
EPI_ISL_11831501	United Kingdom	BA.2.9.1
EPI_ISL_11689874	United Kingdom	BA.2.9.1
EPI_ISL_11703637	United Kingdom	BA.2.9.1
EPI_ISL_12158619	Denmark	BA.2.9.1
EPI_ISL_12046360	USA	BA.2.9.1
EPI_ISL_11390258	United Kingdom	BA.2.9.1
EPI_ISL_12152053	United Kingdom	BA.2.9.1
EPI_ISL_12095730	United Kingdom	BA.2.9.1
EPI_ISL_12095740	United Kingdom	BA.2.9.1
EPI_ISL_12152084	United Kingdom	BA.2.9.1
EPI_ISL_11600691	United Kingdom	BA.2.9.1
EPI_ISL_12075958	United Kingdom	BA.2.9.1
EPI_ISL_12204668	United Kingdom	BA.2.9.1
EPI_ISL_11917430	United Kingdom	BA.2.9.1
EPI_ISL_11699481	United Kingdom	BA.2.9.1
EPI_ISL_11479764	United Kingdom	BA.2.9.1
EPI_ISL_10882209	United Kingdom	BA.2.9.1
EPI_ISL_11702940	United Kingdom	BA.2.9.1
EPI_ISL_11702229	United Kingdom	BA.2.9.1
EPI_ISL_11130984	United Kingdom	BA.2.9.1
EPI_ISL_11598392	United Kingdom	BA.2.9.1
EPI_ISL_11430873	United Kingdom	BA.2.9.1
EPI_ISL_12032360	United Kingdom	BA.2.9.1
EPI_ISL_11638707	United Kingdom	BA.2.9.1
EPI_ISL_11079643	United Kingdom	BA.2.9.1
EPI_ISL_11692351	United Kingdom	BA.2.9.1
EPI_ISL_12138932	Denmark	BA.2.9.1
EPI_ISL_12163038	Denmark	BA.2.9.1
EPI_ISL_12161874	Denmark	BA.2.9.1
EPI_ISL_12162322	Denmark	BA.2.9.1
EPI_ISL_12021449	Denmark	BA.2.9.1
EPI_ISL_12022399	Denmark	BA.2.9.1
EPI_ISL_12160944	Denmark	BA.2.9.1
EPI_ISL_12164410	Denmark	BA.2.9.1
EPI_ISL_11989071	Denmark	BA.2.9.1
EPI_ISL_10796372	United Kingdom	BA.2.9.1
EPI_ISL_12138622	Denmark	BA.2.9.1
EPI_ISL_12164616	Denmark	BA.2.9.1
EPI_ISL_11832160	Denmark	BA.2.9.1
EPI_ISL_12161688	Denmark	BA.2.9.1
EPI_ISL_12158585	Denmark	BA.2.9.1
EPI_ISL_12022940	Denmark	BA.2.9.1
EPI_ISL_12166110	Denmark	BA.2.9.1
EPI_ISL_12159004	Denmark	BA.2.9.1
EPI_ISL_12021855	Denmark	BA.2.9.1
EPI_ISL_12138788	Denmark	BA.2.9.1
EPI_ISL_11691183	United Kingdom	BA.2.9.1
EPI_ISL_11698956	United Kingdom	BA.2.9.1
EPI_ISL_11776860	United Kingdom	BA.2.9.1
EPI_ISL_12163325	Denmark	BA.2.9.1
EPI_ISL_12165982	Denmark	BA.2.9.1
EPI_ISL_11987039	Denmark	BA.2.9.1
EPI_ISL_11876396	Denmark	BA.2.9.1
EPI_ISL_12164615	Denmark	BA.2.9.1
EPI_ISL_11636802	United Kingdom	BA.2.9.1
EPI_ISL_11870549	France	BA.2.9.1
EPI_ISL_11878316	United Kingdom	BA.2.9.1
EPI_ISL_11831539	United Kingdom	BA.2.9.1
EPI_ISL_11213147	United Kingdom	BA.2.9.1
EPI_ISL_11747594	United Kingdom	BA.2.9.1
EPI_ISL_11980393	United Kingdom	BA.2.9.1
EPI_ISL_12066894	United Kingdom	BA.2.9.1
EPI_ISL_11645666	United Kingdom	BA.2.9.1
EPI_ISL_12105277	United Kingdom	BA.2.9.1
EPI_ISL_11957525	United Kingdom	BA.2.9.1
EPI_ISL_11957569	United Kingdom	BA.2.9.1
EPI_ISL_12204557	United Kingdom	BA.2.9.1
EPI_ISL_11376538	United Kingdom	BA.2.9.1
EPI_ISL_11376728	United Kingdom	BA.2.9.1
EPI_ISL_11314439	United Kingdom	BA.2.9.1
EPI_ISL_11376654	United Kingdom	BA.2.9.1
EPI_ISL_12204263	United Kingdom	BA.2.9.1
EPI_ISL_11658301	United Kingdom	BA.2.9.1
EPI_ISL_12102907	United Kingdom	BA.2.9.1
EPI_ISL_12044492	United Kingdom	BA.2.9.1
EPI_ISL_11484631	United Kingdom	BA.2.9.1
EPI_ISL_12113252	USA	BA.2.9
EPI_ISL_10901767	USA	BA.2.9
EPI_ISL_11254464	USA	BA.2.9
EPI_ISL_10781762	USA	BA.2.9
EPI_ISL_12183184	USA	BA.2.9
EPI_ISL_10866836	USA	BA.2.9
EPI_ISL_10297251	Germany	BA.2.9
EPI_ISL_12137654	Denmark	BA.2.9
EPI_ISL_12048917	USA	BA.2.9
EPI_ISL_12047063	USA	BA.2.9
EPI_ISL_12183369	USA	BA.2.9
EPI_ISL_11486158	Germany	BA.2.9
EPI_ISL_12022299	Germany	BA.2.9
EPI_ISL_10680191	Belgium	BA.2.9
EPI_ISL_11071762	Greece	BA.2.9
EPI_ISL_12193707	Germany	BA.2.9
EPI_ISL_10292862	Germany	BA.2.9
EPI_ISL_10465217	United Kingdom	BA.2.9
EPI_ISL_10289797	United Kingdom	BA.2.9
EPI_ISL_10734262	United Kingdom	BA.2.9
EPI_ISL_11752605	United Kingdom	BA.2.9
EPI_ISL_10891475	Denmark	BA.2.9
EPI_ISL_10677188	Denmark	BA.2.9
EPI_ISL_11273425	Denmark	BA.2.9
EPI_ISL_11024862	Denmark	BA.2.9
EPI_ISL_12155028	Italy	BA.2.9
EPI_ISL_11580798	Italy	BA.2.9
EPI_ISL_10939646	Norway	BA.2.9
EPI_ISL_9786052	Denmark	BA.2.9
EPI_ISL_10063634	Denmark	BA.2.9
EPI_ISL_11849931	Israel	BA.2.9
EPI_ISL_11862176	Israel	BA.2.9
EPI_ISL_11242549	France	BA.2.9
EPI_ISL_11836191	United Kingdom	BA.2.9
EPI_ISL_11425662	France	BA.2.9
EPI_ISL_11424546	France	BA.2.9
EPI_ISL_12145794	Canada	BA.2.9
EPI_ISL_11748100	United Kingdom	BA.2.9
EPI_ISL_12031624	United Kingdom	BA.2.9
EPI_ISL_12140832	United Kingdom	BA.2.9
EPI_ISL_12025938	Germany	BA.2.9
EPI_ISL_11113856	Denmark	BA.2.9
EPI_ISL_11338455	United Kingdom	BA.2.9
EPI_ISL_11996906	Croatia	BA.2.9
EPI_ISL_11564001	Croatia	BA.2.9
EPI_ISL_11642981	Germany	BA.2.9
EPI_ISL_11063072	United Kingdom	BA.2.9
EPI_ISL_12105373	United Kingdom	BA.2.9
EPI_ISL_10505302	Poland	BA.2.9
EPI_ISL_11823465	Germany	BA.2.9
EPI_ISL_12194259	Germany	BA.2.9
EPI_ISL_11671144	Germany	BA.2.9
EPI_ISL_9121778	Denmark	BA.2.9
EPI_ISL_10574708	United Kingdom	BA.2.9
EPI_ISL_11379193	Denmark	BA.2.9
EPI_ISL_9782935	Denmark	BA.2.9
EPI_ISL_11089429	United Kingdom	BA.2.9
EPI_ISL_10860445	Denmark	BA.2.9
EPI_ISL_10994833	United Kingdom	BA.2.9
EPI_ISL_11420131	United Kingdom	BA.2.9
EPI_ISL_11158783	Denmark	BA.2.9
EPI_ISL_9563372	Denmark	BA.2.9
EPI_ISL_9452770	Denmark	BA.2.9
EPI_ISL_10810582	Denmark	BA.2.9
EPI_ISL_11650548	Denmark	BA.2.9
EPI_ISL_10811271	Denmark	BA.2.9
EPI_ISL_10582258	Denmark	BA.2.9
EPI_ISL_11157726	Denmark	BA.2.9
EPI_ISL_10733566	Denmark	BA.2.9
EPI_ISL_9654721	Denmark	BA.2.9
EPI_ISL_9567442	Denmark	BA.2.9
EPI_ISL_10014404	Denmark	BA.2.9
EPI_ISL_11408331	Netherlands	BA.2.9
EPI_ISL_11667815	Germany	BA.2
EPI_ISL_11065656	Denmark	BA.2.9
EPI_ISL_12138568	Denmark	BA.2
EPI_ISL_10587591	Denmark	BA.2.9
EPI_ISL_11379832	Denmark	BA.2.9
EPI_ISL_11210606	Denmark	BA.2.9
EPI_ISL_11380504	Denmark	BA.2.9
EPI_ISL_9655922	Denmark	BA.2.9
EPI_ISL_11159224	Denmark	BA.2.9
EPI_ISL_11788738	Denmark	BA.2.9
EPI_ISL_11788211	Denmark	BA.2.9
EPI_ISL_11723982	Denmark	BA.2.9
EPI_ISL_11785893	Denmark	BA.2.9
EPI_ISL_11515869	Denmark	BA.2.9
EPI_ISL_10062500	Denmark	BA.2.9
EPI_ISL_11347522	Denmark	BA.2.9
EPI_ISL_10207438	Denmark	BA.2.9
EPI_ISL_9505983	Denmark	BA.2.9
EPI_ISL_10350740	Denmark	BA.2.9
EPI_ISL_9653670	Denmark	BA.2.9
EPI_ISL_11209112	Denmark	BA.2.9
EPI_ISL_10064171	Denmark	BA.2.9
EPI_ISL_9789565	Denmark	BA.2.9
EPI_ISL_11065208	Denmark	BA.2.9
EPI_ISL_11860763	Israel	BA.2.9
EPI_ISL_11459432	Germany	BA.2
EPI_ISL_11834828	Lithuania	BA.2.9
EPI_ISL_11585125	Denmark	BA.2.9
EPI_ISL_12170969	Lithuania	BA.2.9
EPI_ISL_10402701	Poland	BA.2.9
EPI_ISL_9447157	Denmark	BA.2.9
EPI_ISL_10634738	Denmark	BA.2.9
EPI_ISL_10678521	Denmark	BA.2.9
EPI_ISL_9454848	Denmark	BA.2.9
EPI_ISL_11519993	Denmark	BA.2.9
EPI_ISL_10731692	Denmark	BA.2.9
EPI_ISL_10060111	Denmark	BA.2.9
EPI_ISL_10851148	Lithuania	BA.2.9
EPI_ISL_11066685	Lithuania	BA.2.9
EPI_ISL_11484063	Lithuania	BA.2.9
EPI_ISL_11980180	United Kingdom	BA.2.9
EPI_ISL_11282703	United Kingdom	BA.2.9
EPI_ISL_11282235	United Kingdom	BA.2.9
EPI_ISL_11553050	United Kingdom	BA.2.9
EPI_ISL_11607161	United Kingdom	BA.2.9
EPI_ISL_10106144	United Kingdom	BA.2.9
EPI_ISL_11336256	United Kingdom	BA.2.9
EPI_ISL_11286918	United Kingdom	BA.2.9
EPI_ISL_12096285	United Kingdom	BA.2.9
EPI_ISL_10516554	United Kingdom	BA.2.9
EPI_ISL_10983827	Denmark	BA.2.9
EPI_ISL_11027969	Denmark	BA.2.9
EPI_ISL_11274309	Denmark	BA.2.9
EPI_ISL_12193188	Germany	BA.2.9
EPI_ISL_10319617	Denmark	BA.2.9
EPI_ISL_11786718	Denmark	BA.2.9
EPI_ISL_9655399	Denmark	BA.2.9
EPI_ISL_9169131	Denmark	BA.2.9
EPI_ISL_11666704	Germany	BA.2
EPI_ISL_11635614	Germany	BA.2
EPI_ISL_11667060	Germany	BA.2
EPI_ISL_9447096	Germany	BA.2
EPI_ISL_11635642	Germany	BA.2
EPI_ISL_9873711	Sweden	BA.2.9
EPI_ISL_11452133	Germany	BA.2.9
EPI_ISL_11667198	Germany	BA.2.9
EPI_ISL_11451631	Germany	BA.2.9
EPI_ISL_11667166	Germany	BA.2.9
EPI_ISL_11666978	Germany	BA.2.9
EPI_ISL_11616131	Germany	BA.2.9
EPI_ISL_11619161	Germany	BA.2.9
EPI_ISL_11635833	Germany	BA.2.9
EPI_ISL_12014097	Germany	BA.2.9
EPI_ISL_11451159	Germany	BA.2.9
EPI_ISL_11635851	Germany	BA.2.9
EPI_ISL_11666827	Germany	BA.2.9
EPI_ISL_12193516	Germany	BA.2.9
EPI_ISL_10203590	Denmark	BA.2.9
EPI_ISL_9168040	Denmark	BA.2.9
EPI_ISL_12161985	Denmark	BA.2.9
EPI_ISL_10094032	Denmark	BA.2.9
EPI_ISL_11283539	Denmark	BA.2.9
EPI_ISL_11788860	Denmark	BA.2.9
EPI_ISL_11913150	Denmark	BA.2.9
EPI_ISL_11986703	Denmark	BA.2.9
EPI_ISL_10635229	Denmark	BA.2.9
EPI_ISL_9651359	Denmark	BA.2.9
EPI_ISL_9694719	Denmark	BA.2.9
EPI_ISL_11120226	Denmark	BA.2.9
EPI_ISL_11509907	France	BA.2.9
EPI_ISL_11877805	United Kingdom	BA.2.9
EPI_ISL_10486613	United Kingdom	BA.2.9
EPI_ISL_11957477	United Kingdom	BA.2.9
EPI_ISL_11532784	Spain	BA.2.9
EPI_ISL_11957124	Israel	BA.2.9
EPI_ISL_12183412	Spain	BA.2.9
EPI_ISL_11346498	Denmark	BA.2.9
EPI_ISL_12195063	Germany	BA.2.9
EPI_ISL_11158840	Denmark	BA.2.9
EPI_ISL_10015413	Denmark	BA.2.9
EPI_ISL_10317997	Denmark	BA.2.9
EPI_ISL_10982760	Denmark	BA.2.9
EPI_ISL_8657915	Denmark	BA.2.9
EPI_ISL_10733251	Denmark	BA.2.9
EPI_ISL_9788291	Denmark	BA.2.9
EPI_ISL_9069633	Denmark	BA.2.9
EPI_ISL_10511247	Denmark	BA.2.9
EPI_ISL_10676573	Denmark	BA.2.9
EPI_ISL_10891149	Denmark	BA.2.9
EPI_ISL_10677677	Denmark	BA.2.9
EPI_ISL_10319225	Denmark	BA.2.9
EPI_ISL_11125328	United Kingdom	BA.2.9
EPI_ISL_12193526	Germany	BA.2.9
EPI_ISL_11654921	Germany	BA.2.9
EPI_ISL_11468260	Germany	BA.2.9
EPI_ISL_11460226	Germany	BA.2
EPI_ISL_11649253	Germany	BA.2
EPI_ISL_11614486	Germany	BA.2.9
EPI_ISL_11470379	Germany	BA.2.9
EPI_ISL_10025143	Germany	BA.2.9
EPI_ISL_11617318	Germany	BA.2
EPI_ISL_11468954	Germany	BA.2.9
EPI_ISL_9859771	Denmark	BA.2.9
EPI_ISL_10930150	United Kingdom	BA.2.9
EPI_ISL_11475224	Germany	BA.2
EPI_ISL_10510860	Denmark	BA.2.9
EPI_ISL_12201573	Germany	BA.2.9
EPI_ISL_11443643	Denmark	BA.2.9
EPI_ISL_11210181	Denmark	BA.2.9
EPI_ISL_11333065	Norway	BA.2.9
EPI_ISL_11209508	Denmark	BA.2.9
EPI_ISL_10206257	Denmark	BA.2.9
EPI_ISL_11347776	Denmark	BA.2.9
EPI_ISL_10587053	Denmark	BA.2.9
EPI_ISL_11337393	United Kingdom	BA.2.9
EPI_ISL_10116348	Sweden	BA.2.9
EPI_ISL_10939569	Denmark	BA.2.9
EPI_ISL_10807257	Denmark	BA.2.9
EPI_ISL_10511988	Belgium	BA.2.9
EPI_ISL_11325536	Austria	BA.2.9
EPI_ISL_11443904	Denmark	BA.2.9
EPI_ISL_11444593	Denmark	BA.2.9
EPI_ISL_10938030	Denmark	BA.2.9
EPI_ISL_10353785	Denmark	BA.2.9
EPI_ISL_10742526	United Kingdom	BA.2.9
EPI_ISL_9496955	Denmark	BA.2.9
EPI_ISL_10210764	Denmark	BA.2.9
EPI_ISL_11208748	Denmark	BA.2.9
EPI_ISL_9961730	Sweden	BA.2.9
EPI_ISL_10678942	Denmark	BA.2.9
EPI_ISL_10678896	Denmark	BA.2.9
EPI_ISL_11519249	Denmark	BA.2.9
EPI_ISL_11209026	Denmark	BA.2.9
EPI_ISL_11987878	Denmark	BA.2.9
EPI_ISL_11611061	Germany	BA.2
EPI_ISL_9961546	Sweden	BA.2.9
EPI_ISL_9121609	Denmark	BA.2.9
EPI_ISL_10981153	Poland	BA.2.9
EPI_ISL_11659862	Netherlands	BA.2.9
EPI_ISL_11788322	Denmark	BA.2.9
EPI_ISL_10813025	Denmark	BA.2.9
EPI_ISL_9745120	Denmark	BA.2.9
EPI_ISL_10733179	Denmark	BA.2.9
EPI_ISL_9122024	Denmark	BA.2.9
EPI_ISL_9742037	Denmark	BA.2.9
EPI_ISL_11617706	Germany	BA.2.9
EPI_ISL_10909296	Sweden	BA.2.9
EPI_ISL_11823361	Germany	BA.2.9
EPI_ISL_9653491	Denmark	BA.2.9
EPI_ISL_10981910	Denmark	BA.2.9
EPI_ISL_9782689	Denmark	BA.2.9
EPI_ISL_10507269	Denmark	BA.2.9
EPI_ISL_11210633	Denmark	BA.2.9
EPI_ISL_11007222	United Kingdom	BA.2.9
EPI_ISL_11644889	Denmark	BA.2.9
EPI_ISL_11335945	United Kingdom	BA.2.9
EPI_ISL_12029884	France	BA.2.9
EPI_ISL_11280410	Denmark	BA.2.9
EPI_ISL_10318895	Denmark	BA.2.9
EPI_ISL_12136919	Denmark	BA.2.9
EPI_ISL_12165532	Denmark	BA.2.9
EPI_ISL_10812054	Denmark	BA.2.9
EPI_ISL_11028372	Denmark	BA.2.9
EPI_ISL_11517229	Denmark	BA.2.9
EPI_ISL_10400871	Denmark	BA.2.9
EPI_ISL_11028939	Denmark	BA.2.9
EPI_ISL_11508548	United Kingdom	BA.2.9
EPI_ISL_10636527	Denmark	BA.2.9
EPI_ISL_11006151	United Kingdom	BA.2.9
EPI_ISL_10217882	Denmark	BA.2.9
EPI_ISL_11282403	Denmark	BA.2.9
EPI_ISL_10096363	Denmark	BA.2.9
EPI_ISL_9241933	Denmark	BA.2.9
EPI_ISL_11724136	Denmark	BA.2.9
EPI_ISL_11548978	Denmark	BA.2.9
EPI_ISL_10893669	Denmark	BA.2.9
EPI_ISL_10732258	Denmark	BA.2.9
EPI_ISL_12158458	Denmark	BA.2.9
EPI_ISL_11877804	Denmark	BA.2.9
EPI_ISL_11987493	Denmark	BA.2.9
EPI_ISL_12164197	Denmark	BA.2.9
EPI_ISL_11832461	Denmark	BA.2.9
EPI_ISL_10859222	Denmark	BA.2.9
EPI_ISL_11786109	Denmark	BA.2.9
EPI_ISL_11277919	Denmark	BA.2.9
EPI_ISL_9069797	Denmark	BA.2.9
EPI_ISL_12166124	Denmark	BA.2.9
EPI_ISL_12163323	Denmark	BA.2.9
EPI_ISL_11475207	Germany	BA.2.9
EPI_ISL_11493691	United Kingdom	BA.2.9
EPI_ISL_11752509	United Kingdom	BA.2.9
EPI_ISL_11997344	Saint Martin	BA.2.9
EPI_ISL_11212681	United Kingdom	BA.2.9
EPI_ISL_11931775	Spain	BA.2.9
EPI_ISL_10128044	Spain	BA.2.9
EPI_ISL_11069340	France	BA.2.9
EPI_ISL_11890516	Italy	BA.2.9
EPI_ISL_11485475	United Kingdom	BA.2.9
EPI_ISL_10203852	Denmark	BA.2.9
EPI_ISL_9857800	Denmark	BA.2.9
EPI_ISL_9454449	Denmark	BA.2.9
EPI_ISL_9653235	Denmark	BA.2.9
EPI_ISL_8249540	Denmark	BA.2.9
EPI_ISL_9365624	Denmark	BA.2.9
EPI_ISL_12021900	Denmark	BA.2.9
EPI_ISL_11553558	Denmark	BA.2.9
EPI_ISL_10637448	Denmark	BA.2.9
EPI_ISL_10676499	Denmark	BA.2.9
EPI_ISL_10860770	Denmark	BA.2.9
EPI_ISL_9972240	Denmark	BA.2.9
EPI_ISL_9901116	Denmark	BA.2.9
EPI_ISL_11159243	Denmark	BA.2.9
EPI_ISL_11444473	Denmark	BA.2.9
EPI_ISL_11065613	Denmark	BA.2.9
EPI_ISL_10064676	Denmark	BA.2.9
EPI_ISL_11380487	Denmark	BA.2.9
EPI_ISL_10922271	Germany	BA.2.9
EPI_ISL_10811874	Denmark	BA.2.9
EPI_ISL_11318554	Denmark	BA.2.9
EPI_ISL_9498559	Denmark	BA.2.9
EPI_ISL_12014824	Germany	BA.2.9
EPI_ISL_10096715	Denmark	BA.2.9
EPI_ISL_9117261	United Kingdom	BA.2.9
EPI_ISL_9071223	United Kingdom	BA.2.9
EPI_ISL_12086781	Belgium	BA.2.9
EPI_ISL_11785664	Denmark	BA.2.9
EPI_ISL_10732748	Denmark	BA.2.9
EPI_ISL_10637203	Denmark	BA.2.9
EPI_ISL_8927485	Denmark	BA.2.9
EPI_ISL_10983399	Denmark	BA.2.9
EPI_ISL_10893595	Denmark	BA.2.9
EPI_ISL_10400690	Denmark	BA.2.9
EPI_ISL_11209740	Denmark	BA.2.9
EPI_ISL_9788474	Denmark	BA.2
EPI_ISL_10994628	United Kingdom	BA.2
EPI_ISL_11723851	Denmark	BA.2.9
EPI_ISL_11848087	Israel	BA.2.9
EPI_ISL_11798895	Slovakia	BA.2.9
EPI_ISL_10586661	Denmark	BA.2.9
EPI_ISL_9691333	Denmark	BA.2.9
EPI_ISL_12173625	Ireland	BA.2.9
EPI_ISL_11703841	USA	BA.2.9
EPI_ISL_11862186	Israel	BA.2.9
EPI_ISL_11473817	United Kingdom	BA.2.9
EPI_ISL_11218316	Portugal	BA.2.9
EPI_ISL_11116201	Denmark	BA.2.9
EPI_ISL_11282181	Denmark	BA.2.9
EPI_ISL_10676677	Denmark	BA.2.9
EPI_ISL_11605366	United Kingdom	BA.2.9
EPI_ISL_11753096	United Kingdom	BA.2.9
EPI_ISL_11751448	United Kingdom	BA.2.9
EPI_ISL_11610710	Germany	BA.2.9
EPI_ISL_11610119	Germany	BA.2.9
EPI_ISL_10880403	United Kingdom	BA.2.9
EPI_ISL_11691615	United Kingdom	BA.2.9
EPI_ISL_11065032	Denmark	BA.2.9
EPI_ISL_11276425	Denmark	BA.2.9
EPI_ISL_8660270	Denmark	BA.2.9
EPI_ISL_12164218	Denmark	BA.2.9
EPI_ISL_11274261	Denmark	BA.2
EPI_ISL_11783896	Denmark	BA.2.9
EPI_ISL_10509765	Denmark	BA.2.9
EPI_ISL_11646416	Denmark	BA.2.9
EPI_ISL_11283815	Denmark	BA.2.9
EPI_ISL_11647268	Denmark	BA.2.9
EPI_ISL_11549322	United Kingdom	BA.2.9
EPI_ISL_12161376	Denmark	BA.2.9
EPI_ISL_12162949	Denmark	BA.2.9
EPI_ISL_11209720	Denmark	BA.2.9
EPI_ISL_9567652	Denmark	BA.2.9
EPI_ISL_9010785	Denmark	BA.2.9
EPI_ISL_10634630	Denmark	BA.2.9
EPI_ISL_9505132	Denmark	BA.2.9
EPI_ISL_9123231	Denmark	BA.2.9
EPI_ISL_11584100	Denmark	BA.2.9
EPI_ISL_9568358	Denmark	BA.2.9
EPI_ISL_9855938	Denmark	BA.2.9
EPI_ISL_10751095	United Kingdom	BA.2.9
EPI_ISL_10095596	Denmark	BA.2.9
EPI_ISL_12139268	Denmark	BA.2.9
EPI_ISL_10892447	Denmark	BA.2.9
EPI_ISL_10677859	Denmark	BA.2.9
EPI_ISL_10939593	Denmark	BA.2.9
EPI_ISL_10676517	Denmark	BA.2.9
EPI_ISL_11873145	Denmark	BA.2.9
EPI_ISL_9411438	Denmark	BA.2.9
EPI_ISL_10845252	United Kingdom	BA.2.9
EPI_ISL_11431452	United Kingdom	BA.2.9
EPI_ISL_11519833	Denmark	BA.2.9
EPI_ISL_11833973	Denmark	BA.2.9
EPI_ISL_11650128	Denmark	BA.2.9
EPI_ISL_11789400	Denmark	BA.2.9
EPI_ISL_11346124	Denmark	BA.2.9
EPI_ISL_11346964	Denmark	BA.2.9
EPI_ISL_10094586	Denmark	BA.2.9
EPI_ISL_12158736	Denmark	BA.2.9
EPI_ISL_11197214	United Kingdom	BA.2.9
EPI_ISL_12122011	United Kingdom	BA.2
EPI_ISL_12191318	Germany	BA.2.9
EPI_ISL_12194573	Germany	BA.2.9
EPI_ISL_10685100	United Kingdom	BA.2.9
EPI_ISL_11876627	Denmark	BA.2.9
EPI_ISL_9270252	Denmark	BA.2.9
EPI_ISL_10506937	Denmark	BA.2.9
EPI_ISL_11315598	Denmark	BA.2.9
EPI_ISL_9568266	Denmark	BA.2.9
EPI_ISL_10063093	Denmark	BA.2.9
EPI_ISL_11722027	Denmark	BA.2.9
EPI_ISL_11488095	Lithuania	BA.2.9
EPI_ISL_11123424	United Kingdom	BA.2.9
EPI_ISL_11281925	Denmark	BA.2.9
EPI_ISL_10807364	Denmark	BA.2.9
EPI_ISL_12169501	Lithuania	BA.2.9
EPI_ISL_12050740	USA	BA.2.9
EPI_ISL_11198212	United Kingdom	BA.2.9
EPI_ISL_12189687	Germany	BA.2.9
EPI_ISL_11850703	Israel	BA.2.9
EPI_ISL_11861733	Israel	BA.2.9
EPI_ISL_11662522	Germany	BA.2.9
EPI_ISL_11798479	Brazil	BA.2.9
EPI_ISL_11799194	Italy	BA.2.9
EPI_ISL_11026828	Denmark	BA.2.9
EPI_ISL_12091961	Israel	BA.2.9
EPI_ISL_9123323	Denmark	BA.2.9
EPI_ISL_9655756	Denmark	BA.2.9
EPI_ISL_10064859	Denmark	BA.2.9
EPI_ISL_10061873	Denmark	BA.2.9
EPI_ISL_11551377	Denmark	BA.2.9
EPI_ISL_11748025	United Kingdom	BA.2.9
EPI_ISL_10848742	United Kingdom	BA.2.9
EPI_ISL_8656406	Denmark	BA.2.9
EPI_ISL_11615718	Germany	BA.2.9
EPI_ISL_12198527	Germany	BA.2.9
EPI_ISL_10892878	Denmark	BA.2.9
EPI_ISL_10934641	Spain	BA.2.9
EPI_ISL_9645637	United Kingdom	BA.2.9
EPI_ISL_12179589	Czech Republic	BA.2.9
EPI_ISL_11444070	Denmark	BA.2.9
EPI_ISL_11434358	United Kingdom	BA.2.9
EPI_ISL_9890903	United Kingdom	BA.2.9
EPI_ISL_10760857	Germany	BA.2.9
EPI_ISL_12149531	USA	BA.2.9
EPI_ISL_11730292	United Kingdom	BA.2.9
EPI_ISL_11606709	United Kingdom	BA.2.9
EPI_ISL_11606628	United Kingdom	BA.2.9
EPI_ISL_11772954	United Kingdom	BA.2.9
EPI_ISL_11934424	USA	BA.2.9
EPI_ISL_11607168	United Kingdom	BA.2.9
